season,venue,team,opposition_team,player,player_role,balls_faced,strike_rate,runs_scored,overs_bowled,economy,wickets
2023,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,KL Rahul,batsman,68.0,130.89,89.0,,,
2023,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Rishabh Pant,batsman,10.0,133.29,13.0,,,
2023,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Ravindra Jadeja,bowler,,,,4.0,8.17,0.0
2023,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Virat Kohli,batsman,59.0,137.89,81.0,,,
2023,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Rohit Sharma,batsman,19.0,171.24,32.0,,,
2023,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Rishabh Pant,batsman,68.0,168.31,114.0,,,
2023,Arun Jaitley Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Rohit Sharma,batsman,52.0,162.84,84.0,,,
2023,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Rohit Sharma,batsman,55.0,148.05,81.0,,,
2023,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,KL Rahul,batsman,20.0,168.72,33.0,,,
2023,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,4.0,5.26,5.0
2023,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Virat Kohli,batsman,26.0,134.44,34.0,,,
2023,M Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Rohit Sharma,batsman,38.0,179.29,68.0,,,
2023,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Sunil Narine,bowler,,,,3.0,7.49,3.0
2023,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Rishabh Pant,batsman,62.0,136.74,84.0,,,
2023,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,4.0,7.9,3.0
2023,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,2.0,8.39,2.0
2023,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,2.0,8.1,3.0
2023,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Shubman Gill,batsman,41.0,135.98,55.0,,,
2023,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Rishabh Pant,batsman,68.0,144.59,98.0,,,
2023,M Chinnaswamy Stadium,Chennai Super Kings,Kolkata Knight Riders,Shubman Gill,batsman,14.0,159.22,22.0,,,
2023,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,3.0,6.52,1.0
2023,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Rishabh Pant,batsman,19.0,134.69,25.0,,,
2023,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Virat Kohli,batsman,37.0,137.73,50.0,,,
2023,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,4.0,8.19,4.0
2023,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Virat Kohli,batsman,43.0,130.15,55.0,,,
2023,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Rohit Sharma,batsman,15.0,133.37,20.0,,,
2023,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,2.0,8.58,2.0
2023,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,3.0,7.88,3.0
2023,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,2.0,8.13,4.0
2023,M Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Yuzvendra Chahal,bowler,,,,3.0,5.34,4.0
2023,M Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Ravindra Jadeja,bowler,,,,3.0,5.44,0.0
2023,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Virat Kohli,batsman,47.0,130.36,61.0,,,
2023,M Chinnaswamy Stadium,Chennai Super Kings,Kolkata Knight Riders,Shubman Gill,batsman,37.0,108.44,40.0,,,
2023,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,batsman,54.0,124.4,67.0,,,
2023,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,2.0,8.64,0.0
2023,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,9.35,4.0
2023,Eden Gardens,Chennai Super Kings,Delhi Capitals,Sunil Narine,bowler,,,,3.0,8.96,0.0
2023,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Mohammed Shami,bowler,,,,4.0,6.05,5.0
2023,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Shubman Gill,batsman,66.0,113.38,74.0,,,
2023,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,3.0,7.03,2.0
2023,M Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,7.74,5.0
2023,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,8.11,3.0
2023,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,7.81,4.0
2023,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,2.0,6.06,2.0
2023,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Shubman Gill,batsman,46.0,125.47,57.0,,,
2023,M Chinnaswamy Stadium,Sunrisers Hyderabad,Mumbai Indians,Jasprit Bumrah,bowler,,,,4.0,6.83,4.0
2023,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Rohit Sharma,batsman,10.0,129.38,12.0,,,
2023,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Rohit Sharma,batsman,41.0,125.44,51.0,,,
2023,Arun Jaitley Stadium,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,batsman,47.0,123.47,58.0,,,
2023,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Rohit Sharma,batsman,56.0,102.03,57.0,,,
2023,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Sunil Narine,bowler,,,,2.0,9.14,2.0
2023,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Rishabh Pant,batsman,39.0,114.79,44.0,,,
2023,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,2.0,8.44,1.0
2023,M Chinnaswamy Stadium,Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,bowler,,,,3.0,6.69,3.0
2023,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Virat Kohli,batsman,60.0,178.61,107.0,,,
2023,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,Jasprit Bumrah,bowler,,,,4.0,6.82,2.0
2023,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,4.0,6.47,2.0
2023,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,KL Rahul,batsman,68.0,179.59,122.0,,,
2023,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Rohit Sharma,batsman,25.0,113.63,28.0,,,
2023,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Shubman Gill,batsman,59.0,126.17,74.0,,,
2023,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Rishabh Pant,batsman,23.0,103.55,23.0,,,
2023,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Ravindra Jadeja,bowler,,,,3.0,6.7,3.0
2023,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Rishabh Pant,batsman,13.0,104.16,13.0,,,
